sample_id,cat_a,cat_b,n01,n02,n03,n04,n05,n06,n07,n08,n09,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30
10,A,Z,41.64151052257827,-11.679203545740608,-5.130603058552612,29.662559929027335,8.627345035278504,3.4611906566694506,-7.12743003636179,-3.798011290780992,15.79780698058888,2.0712821646206097,-1.5007713513016938,-0.10712661276997704,-38.64943209901398,16.37736445021801,-26.95054290455401,12.033474482252018,21.43818211267646,-6.555340559744103,-11.312014772504357,-2.495950664679674,8.153129234188244,1.853122031472644,-7.231874564379988,-9.945021176131185,-0.8340303890264364,-2.082721633446675,2.5754472039068825,2.1147850479487524,-5.402007887879535,4.747046726833022
11,E,U,33.99722002256603,39.69486503560944,-28.065150841988256,2.3151304309910015,21.64342593146674,11.546406087522863,-13.58173836520062,20.644750375914995,-62.773028828769235,19.359005472114433,5.334645218208706,20.61015745012216,-32.68416783114415,30.245946829727252,-31.461694952834186,-25.24576518924317,-6.812994190102469,-5.586335382455962,-4.579988207176216,2.1036422071925056,29.958828428566267,15.701869561454512,-19.403383717885976,17.86682485061338,-1.6461600324468018,-0.6664437515363769,-2.655882116351002,-1.3095474133709704,-5.170520670258595,0.8609365361123149
12,A,W,-4.8208896857742545,2.308250241386984,29.15825833470121,-8.49846356685496,0.1802855133527519,-13.518208373831222,2.3626545659088034,6.629680179783369,-19.795145130735317,-36.312703840806634,-5.424657213851653,29.304933297205913,14.393408122077377,-12.31975939180292,-21.34354612758991,-10.252295352045468,34.05267875634479,5.8130603233382185,14.237967307179357,20.84496184056671,-43.22817401742402,6.842582350987945,11.03628340437253,50.58299222429599,-1.932574959524404,-0.9676420668810337,2.9199054013737435,1.3222406985924193,-0.05919571808794528,5.854988402581326
13,F,V,42.687434296822474,-12.649204099993769,-9.498756985132504,44.17242621912462,-6.6140439795653485,22.785479778629284,14.045412794073702,-20.207081541215132,50.84350094202007,13.075321099296321,-6.696726515017369,-11.713419475181691,-48.39094398930084,12.210238810034706,4.790338340973214,38.05270111844162,24.343678475536407,-10.808007359831592,-4.7719175880780575,-26.692317748401834,1.743801903678408,10.822138693033692,8.677690471528788,-32.736256171310046,-3.561085193422465,0.14956205014219964,3.7608437867246396,4.523766124830061,-4.490538805342439,-2.2532236042342184
14,E,U,35.11202865489727,36.542122319151,-30.067593796546753,6.346710102693181,17.286283088929032,15.96576355251826,-12.12698937236576,21.304100426180682,-55.01833507697877,27.362084411555976,-0.2995540424395138,19.679320417431036,-41.55759914403411,32.6893786294899,-27.20233601769343,-20.710068647146432,-6.354341215000936,-4.529514181715095,1.8556026215914976,-3.148432654526788,19.464829571715306,18.491170977736402,-14.130183100819227,15.273543697968872,3.364543382474145,,0.1251723109749423,-1.5022296085287623,-0.0826510978260843,-10.42264101551724
15,F,V,48.64695342283246,3.638856831857651,-0.07939587287922582,56.28064827662697,0.682134262200595,26.474721185556152,25.15967348145636,-15.807940224689958,27.73224315434863,2.95171026041891,3.5252479508853165,-5.8442516870087005,-45.5491972473732,21.14132833128719,-1.4725155661426328,23.70292883234056,25.723604460133647,-7.693074409265151,-16.404056640466376,-15.819051881367209,-7.024683988113193,13.895525593982907,13.558540097753085,-18.570112656681843,-1.1905775269967553,-0.2176985269313756,-1.3792556829391804,0.32232702373961664,-3.993029174624171,0.809620599739197
16,B,X,9.077374258499576,-13.650775586950038,-6.20157382533235,3.8398510856394967,32.528205121768934,1.5493902318501651,-40.197930128593015,-18.46707334978155,14.451106888321608,8.924452208240837,1.8743121158224527,-6.707928250017523,-16.45812523797308,19.646838560591174,9.115416370089527,-10.797825857269292,-14.067858342419523,-3.489410850553009,15.99920514434773,-4.835038151455294,29.87073966570628,-17.974533750415272,,-20.63486417545178,4.945675991617165,3.875131265998835,2.11084527081804,,-2.138477550672241,-1.4869219360557182
17,A,W,2.681552121494996,1.8975936040437045,28.909009914210184,-1.828869320099053,0.6220436553561193,-16.793757081602912,2.5355951447520777,8.138281629714632,-15.17564379567085,-41.77309942097632,-9.7901737829046,22.741067239753846,17.86543863768277,-19.50794508087602,-25.96218111673135,-8.656618342697069,32.7343875884943,2.2891838107084794,1.5933619414575872,27.36183277498811,-37.59970594495326,5.421365248396041,7.396904453753471,46.883888574699945,2.591886596432613,-0.4353447336636292,6.339616197508918,-5.242506275881987,-0.627999199334427,-1.684300079355582
18,F,W,1.5395782975946934,-0.7701553482307586,32.288286755677014,5.272765732123485,-1.550968717955044,-15.549047552200543,1.3622264859205426,0.0366767854162795,-6.352178628602713,-39.253464382846005,-8.719343694298281,25.81762381350367,14.98357688360265,-16.825711088341947,-23.386340083875375,-8.298219673649147,36.24960584474338,6.5109465683372285,6.740526169795768,20.459820472169582,-40.66709546819544,6.955805028250985,12.223347807123638,49.887403547372585,2.3256880519516194,2.967174709801472,-3.8624994751357686,-4.0252644666474895,-2.3210827212857073,1.647462817086281
19,C,U,30.985419443158243,37.75368574440278,-30.146566373141813,-1.8611272508639938,19.67911146225595,15.560396972052267,-13.606425700083847,24.6037974104913,-53.06383331758333,27.224564747319548,-3.06203224805736,20.695887040890042,-34.709284234367594,31.133797246886278,-24.676761747890307,-20.511026630770168,-8.612347794813461,-4.134996890100814,5.021786781858648,-4.492450290986518,17.11219752638067,17.845410402609268,-14.089792436717508,13.95269760174051,1.310165355399125,-4.893533097243865,0.8813541375302625,0.4750305642863357,-0.17625399169575023,1.765807976178765
20,E,U,29.94509420586834,37.69125468021645,-28.399674379158057,0.429247676416456,20.818682000114535,14.429330623578329,-10.57563563065668,28.559261019030217,-60.56710475047268,26.57532780971013,2.166064545116761,18.863341995903514,-35.119843349974175,34.87620879281295,-27.57960103795496,-25.011728185465163,-11.97327382845205,-2.72656500841347,-0.6021825362279998,1.2352080537226087,15.364255920264636,15.498309362803257,-15.456918510912136,14.319406053488631,0.6817904777018723,0.24268361560948276,3.4990646408234616,4.5855094680953625,-1.2299681233151978,-0.19117025467836551
21,E,V,44.72311407883256,1.3436244312546042,-11.295518850483466,36.33226929780079,9.648162820462234,25.291241899390826,6.999560442422007,-16.33141084142055,35.34152717642892,9.310072399097878,-3.723500455157048,2.2020529694937694,-47.02878328921459,21.543096218378647,0.8057801602602073,27.95666503734233,26.566567367956843,-9.782969476559106,3.3872841434979577,-28.394832320061507,5.411208632173579,14.917159994068477,7.969340670992009,-21.04083329399763,2.016050730805661,-0.5655449710647115,2.0885009007087163,0.3880244729984748,2.3287963311638586,2.0133520821627635
22,D,Z,41.34825480194025,-12.740503317854172,2.160957315538408,38.980572324823385,4.155245980497835,2.7300156212670723,-6.500736967755498,,10.407683941783612,2.7008087306005284,-1.9778450676826917,-5.432840737113654,-33.56845983225759,21.815025978542753,-30.231839110446934,2.8339221932171883,20.28084832751444,0.07829202194466145,-20.81086542655261,4.508539687145737,,-2.8056006361329917,1.0672818141996139,-5.1957727062881744,-0.25205950942636907,2.690239151068903,2.13624536099476,,-5.509193314520363,1.9982235166204503
23,C,Y,-10.14353101464303,-6.090375469036522,52.45583993379987,12.336098344510786,-37.97100353571557,10.181136183202039,42.64085491554891,-5.8156193936374585,18.236836245299457,-2.1577142022332048,-2.3400706147245955,-13.156204320652446,32.05557095354666,-9.43755198091725,19.30132440485315,2.326631631444596,-1.1753000922638606,12.079413340301922,-8.696846097095998,9.924701232543063,-78.40607736104731,-9.913845418763545,38.4491450885431,-7.508467513399513,3.1289303388604743,6.68210587326541,-1.5445953332720674,0.3333426382240079,-1.3818104697499676,5.332364703235512
24,E,X,31.749548871633095,33.76367115633649,-26.683455086079217,-2.599425468603768,20.993752837866694,11.363090704819802,-16.781554005455945,21.561987721864764,-59.17928043497915,24.499484201821566,2.8899521903918384,,-37.71019025780152,28.83155475554003,-28.05145490014475,-23.941926865153846,-11.855918049166378,-7.1533081348159016,5.343280144110226,2.528153118582079,27.0203737219772,13.339634371802202,-18.997117700366715,13.37733465708579,-2.3090200793366167,-1.4696129511678666,-4.365010157505348,-8.385059122543126,0.020423802226651286,-0.3066301699396695
25,C,Y,-14.26791639962705,-9.499369758540597,48.88669376898867,14.905491611973046,-41.59677678587995,9.383664542882128,42.40534267230062,-5.193714979514693,21.866426843592734,0.11853993803272367,-4.853742246726291,-16.39790187675619,31.386332864679943,-9.162858829184323,21.04448557521792,3.794084936972399,-0.3853595349560095,14.7948449742469,-9.96863381188805,8.095056112651566,-82.46229625219202,-9.291301655007432,40.283862484907374,-6.5397871723142345,-0.6923904455198531,1.8310946564017785,2.3067304442841197,-2.060238272934176,0.18792642536883086,-0.34969383636134366
26,E,X,24.63380040035315,35.02772006823835,-24.52245893362774,1.0195651369821856,13.779085862971113,13.282584918148036,-7.628486014221352,24.63705858889717,-57.54136969049256,24.81879200667902,1.469868871863035,21.44877359368379,-33.96445172374326,30.388835015239707,-25.053246428278552,-22.89917801981615,-7.242828163369946,-0.6878591859397218,4.2832386155597,-0.3988045168594532,8.689643404936668,17.65848408744469,-11.772884701429083,20.42411782522342,0.010236371666238461,4.482998154945672,1.2375130230109614,3.1084991481274757,-0.6177376594429116,-3.4114502198681134
27,E,X,-1.8653773892898,-16.816495746825012,-1.5097314300837945,2.2927781592808265,27.533545438736056,-4.324891448320064,-43.83250770332804,-17.11962674500681,-0.16030599956187386,6.0533813058512225,4.3714129910060135,-9.022043240332314,-7.094247931805768,23.37034315770208,5.1476943883063395,-22.62363062759114,-12.880077434810111,4.465999081368553,11.111606799976293,3.9673427700468107,17.2988630805455,-23.796427053779695,8.36987101540502,-8.342065762411323,3.2157482243790048,2.1923265868014687,-1.4248934353056217,-0.5448463876022561,1.641207648966867,1.086137869853848
28,D,Z,40.6837020214956,-13.969606713539774,3.878960939944632,41.27347138856203,-0.2935250807130094,3.367756176561334,-4.447423649852128,-8.52315620540177,11.936001082747145,-0.2873943070968996,-2.399496285345771,-7.690453133053879,-32.38452314055637,18.508640250091034,-26.8326554287721,5.185549292770326,24.13290519144182,-0.8390152381247122,-21.369972216602477,4.568920804486529,-8.709392522830116,-2.887218806285107,4.780895525176747,-4.4267696397012415,-0.37892403976998446,-3.2826290318379345,5.7312060601534185,-0.023780658633074818,3.448811018721383,-7.348920525572934
29,C,Y,-11.894224040575457,-6.032864151424732,52.22536866285565,17.51945695969607,-39.60192130590661,10.702622449230173,45.60979904027129,-4.389600314523131,18.316219285886717,-1.2421602396991034,-2.184936243730352,-15.90747091887842,31.996961559274148,-7.977366663657195,20.65940456332923,1.0223083387543115,-2.777573837215119,14.39330702000939,-12.499015054107762,10.876024678915194,-83.01001579928703,-9.510104881271555,40.729932942275084,-6.6665395163649706,-3.704609639446476,3.30928384223225,-0.5576279350392416,3.1619368071447553,-1.7717809513025673,-0.3969962031904316
30,E,W,0.5130050033104635,2.9801986077341303,30.347211638240843,4.523150191205404,-5.058241276920192,-15.616634401016444,8.493683690468753,5.322083805649806,-10.24605693587825,-36.974540436340455,-7.268294617786232,29.843158059823864,10.89472392703656,-21.17022617639602,-24.593168344276993,-6.519641648007656,32.828842832246266,4.997024618326124,8.34536070929272,20.68779466364643,-38.381473334641754,12.587248662577355,6.591232518643393,52.32824866958789,-2.2807162355796504,2.934609645227557,-0.9963648707968413,2.4934324862436332,4.524278255930093,-0.6045745701001121
31,F,Z,38.96656948535075,-10.102073567068905,-2.5190390373136577,25.96474664391389,6.394673077495114,5.080245440574485,-6.192891598106284,-3.4358311706710616,6.775001783533871,0.6048568007418251,-0.9961070520787807,-6.434141062898179,-29.898689136029326,19.51797426351591,-24.4048267836501,7.628853934175459,20.80488685546305,-5.414883546113263,-17.277850913378074,2.3415853353176495,0.6113559910208455,-3.6422079589422838,-1.0673843701344596,-11.435318086571876,-0.2786277450863206,-1.5480606771773284,5.9556952048115495,-0.32278649189068165,-0.7055334782665768,-3.3378408721962423
32,A,W,-3.473647424112754,1.9193064697234283,30.805986689678647,-9.31235534659426,-1.9112083241475926,-14.415042545240091,1.206950395623835,6.410113895602702,-17.823835638053236,-35.81274387998274,-7.389641798198099,29.0682827654356,18.245049521801505,-12.813309162017267,-24.17586424925942,-10.270993933770836,35.48527026819286,7.000552801723775,11.987822452827551,20.228251525481635,-45.30646600542928,5.918912490653374,11.174322257019519,50.49042264919398,-1.6659290692430477,-1.3229537381733694,3.287126710250847,-0.8968801251832157,-1.0780934686879726,2.2952513345000867
33,E,W,32.63580020889813,34.58386448623794,-27.395359347999214,6.035630008396225,18.669947756416427,14.535638804557943,-9.657362836387438,23.814778286130878,-55.63836022843104,26.731923955760344,3.7160809970184303,19.552424255493705,-40.91604634854876,34.14415563436874,-28.073077774325164,-21.99413955332392,-9.021934920697465,-3.3696582546140146,0.5403359234123357,-0.7564508104370518,18.057476667971564,16.626681725376024,,13.933167446556059,0.08592667895471735,-3.258082231830326,4.6566215355923175,-1.655307210188758,0.8519432497248349,1.3457016841377598
34,C,Y,-8.283938304689105,-7.131785232173367,49.72053959134973,14.17754789810081,-36.763548072589515,11.650792113777152,41.92173365244188,-5.52375922699974,17.866091530259865,-2.369742745049029,-2.8045743499040157,-18.174868831744472,31.724626888886803,-5.550066178644695,19.67210710743079,2.9425113297594243,0.44710412344023176,11.96624558420428,-13.726747657941287,10.470810663464244,-79.50199447427659,-12.055168819503825,40.4440485983184,-11.00199968564287,-6.609036048594502,-0.9793293528464888,-1.7683298805889143,-3.562708894484136,-0.3630207820510791,0.34719198564168935
35,A,Z,0.49827371748815913,3.356648389468162,27.73651121533444,-1.8971421910784432,1.0372720351718687,-12.183484115292766,0.5120597676992862,6.269708292141008,-15.712866758220912,-31.948525979295443,-7.455641834805515,27.660124563941384,11.810034965384265,-9.800503407635343,-23.14657059291436,-11.273963352274421,31.36551777515454,6.74487148002387,10.709670699611681,18.905314219383776,-41.59345387386742,7.275137766908681,10.860707979719649,47.972993339725505,1.6161741832412142,0.331121713992962,-0.14536121539781488,4.801771277394777,-1.0517285432091523,-5.037884052265063
36,A,U,2.1212888838375212,-0.5261636179163788,24.680430707791093,8.063291415793346,-0.32219565550217055,-14.962856764503272,-0.10435798299670473,2.0680184857936688,-10.02053332383898,-34.879846253750415,,23.916270694384117,9.771602195672713,-10.102637779543015,-26.18540827270895,-9.176617976234049,35.944670773189266,8.156775710576424,2.2922827447977596,18.086171737441944,-35.622980166373885,7.667285721676954,9.1080887860706,49.05377332481959,-2.441761102227846,3.3740340696729474,-0.6066606121502818,-2.632638346441307,2.1629879607410145,4.675608999682037
37,E,U,32.657570940775,34.9962176756432,-23.38883411357162,0.8586886287492964,19.991562375553997,14.639031461150159,-12.68394047547488,20.7639692813974,-55.951349454854096,26.087050001357355,3.763450661038558,23.629315305598467,-39.203493259318115,32.98359430415433,-27.25693348678474,-23.020004615508398,-8.587764870735288,-4.369639033813861,7.390166562173966,-1.526183154545926,18.670640448500674,15.579301206482537,-14.87892957080819,14.728630141650964,-0.5565763636205879,1.9513781804483248,4.431498540791384,6.256416713087967,1.7064083192193273,-0.13593537642697473
38,D,Z,42.02198499841371,-15.196393869768315,2.1909874855086695,35.950522236640865,7.927930576264509,-1.6900179249157445,-9.069331935986678,-7.914217897127133,19.081015395271514,-9.001432699609596,-6.207702431831412,-7.752162012975997,-29.780167638687185,5.214446041589969,-24.846284465396476,9.196591421113016,19.67804119182544,,-18.8293411936405,9.262394204504105,6.901982892344844,-3.3744102146956347,-2.952061079993438,-8.573865137838098,-0.1735173627367021,-6.517668229432765,-3.8152961982910734,1.5241616510939981,7.882243190334984,-1.681363284708668
39,A,W,4.7582156719926845,1.3003812366687282,26.84547494116974,3.9236617018943063,1.3720394712136255,-11.094027334749999,0.9424096032725942,3.965899372302074,-4.252293460529716,-33.23874985937234,-11.699481952254029,30.283354079048717,5.920367517302935,-11.686553039229066,-23.05235922044762,-4.883565205462368,37.881871672752276,6.076795793551693,14.22482081987754,14.002855584544564,-43.62291640831321,11.762306844643065,12.175984927470925,49.01541063372729,-0.6469671723262319,1.27430351743896,4.731217241451826,-2.4676225015045095,-1.3118406536165261,0.10179636077213383
40,C,Y,-13.808753420034284,-6.957537067031857,49.868093952286074,12.002100546983131,-38.97764925585595,10.480768960976764,42.34450458586822,-6.344138029901702,16.14092623407641,-2.8201862153807458,-2.774189505188886,-17.58512795852896,33.71292983108425,-9.206730247791572,23.22729335484789,1.9451652119378413,-1.6511010376679334,,-10.557514945828135,11.080254105794028,-79.24037932842627,-11.395342644715495,41.037565058152275,-8.059552409612374,0.4908582059645227,0.6698295235028571,1.232409427387992,1.8384088289376077,1.1141576195788079,0.11166441025933577
41,E,U,31.58459545143803,36.84687752732825,-23.95353535006777,2.7777029357771945,18.40672290240911,12.03468777531922,-13.397093397234178,22.793427753093535,-59.81317549427656,24.779378197439357,2.3827166279893923,21.03088489718052,-33.74151020992923,31.203971995280707,-29.98130415651209,-26.981814536911084,-10.596855599678214,-2.650939130675887,0.28645478960965853,2.2435160565457135,18.640198843425082,14.864952505829358,-15.518313269028969,17.99637521297344,-4.014059222682967,-3.782927695802962,-2.1091657253854015,3.5295818919798143,4.395406077166334,-3.885849266708541
42,C,X,-6.311900581329478,-5.457843320950474,46.52078660850338,17.018580685280757,-33.53393315341813,12.567068434905998,38.20246791769456,-10.394536845238102,21.94111524217123,0.6411390468758889,-0.5360157588978645,-14.60054729688013,27.93963163298259,-2.993110858073571,19.66672135882142,3.1028423171262274,0.4055372805562083,12.577419282078976,-10.930012122007577,3.626895936368209,-69.31553304395541,-9.702990264201588,37.763652262337175,-11.087467440945804,2.979702712750923,-4.57386131836498,1.9972678969274635,-1.180414319418901,-6.261587198341747,-2.876173856652521
43,C,V,-1.6763563573950886,-0.052093861109321994,35.13805198573127,-1.0628730333262135,-3.365252629994618,-13.77632277039135,2.576793066436025,4.061300003815633,-17.197914743458384,-34.01814889479125,-5.709022295420365,28.557181602675275,12.935466190507677,-11.288552319408476,-23.832847798653457,-12.922753721637651,33.12783796485584,8.17198161027068,12.413280598628386,,-48.92216339035036,5.26992314276961,13.984394055635923,51.311211441231634,-1.6115842605202588,1.4861115584883855,0.028319217470314642,-0.19924024116661332,,3.1330767343100536
44,A,W,1.633913935044968,4.264275978770568,29.053908941874933,-0.7970528303976406,-2.6746453465436737,-12.084426836103425,1.5073613859386104,0.8775055898073898,-11.960406927141156,-35.4334885205848,-9.298468856364224,32.274217099399515,11.784443486578608,-14.150128424265178,-23.379571616771226,-7.351492026501376,39.73717656193615,6.330235767886133,14.378666062961635,14.902463227370042,-41.68266550480717,11.50144939825293,12.39490709890074,53.73791995781347,-2.8488198896421335,1.7364160388170582,7.337267174570927,,1.66509703796544,-1.8351147855811152
45,C,Y,-11.022395958756736,-8.112647902990814,50.58781438370554,11.4692434099428,-36.678555526037115,11.004537451840644,38.34413684035041,-6.375088920800351,13.274110547120074,-0.2007925466377074,-0.7476974823820193,-17.88859474002919,33.183025700832104,-1.4977207736667175,18.85222701385267,-1.240147897344479,-0.5147613436179661,14.352905937448302,-12.442853684150187,10.742802098923956,-80.64854987604528,-14.851956033075847,41.55148544727005,-9.677142121237496,6.260454483009819,-2.24985843615118,-0.11729257598031134,-6.418362129374891,-1.8394241574105086,2.385870457600702
46,E,V,37.23559352896802,36.81597829016062,-26.0831447751548,7.233016815450975,26.235461078061654,,-17.754749464405876,19.228464975699925,-56.52107796658944,21.15100538916949,1.5097824144496421,20.284172073939175,-38.4116036324466,34.80590443438854,-28.512119021356597,-25.98464071705684,-6.58568637312549,-4.866333481137248,0.9408358875271219,,22.157541496879723,14.516377113066497,-12.920097880509495,16.35657419165024,-0.29285249472298513,3.258091569423209,0.7226804335266325,1.5779518241766781,3.0944515424979753,
47,E,Y,25.28161073060311,32.60795984638676,-27.734450709396103,-1.0557799604401725,14.79603559322444,10.017503625282867,-12.957473659842757,24.202875137092207,-62.121532725464064,27.33041684760326,4.5748931305200955,,-35.56526929917203,30.241153924172053,-28.425198003918144,-25.580139523707587,-12.907243154956092,-2.585189561763354,1.2632201409801862,2.6458462034730807,21.291835833255096,13.761718960327418,-18.42381615503571,,2.6211624967969027,-1.0249466843632282,-1.3597908420620628,-3.148131214076887,1.4370287706714364,0.47868685635737596
48,A,W,1.5468115579392965,1.1529261265330326,24.488790796104944,2.0879226055187927,-0.5439923412800187,-13.69836154349735,-0.6783437112079564,3.6059964395919426,-9.114377638407811,-36.2292471992123,-12.194308102082715,26.47150834750962,10.574883060757722,-14.944701475648598,-22.753617638304263,-6.475629603159696,37.58940935945768,5.532352524907016,9.746156988171212,17.654019422771775,-40.18830171890842,10.023781774443723,11.562441387590198,50.79440005614002,2.610103179554687,-4.555419439851292,3.232433060198893,1.599607788810765,-2.5860967820518352,3.0777089095174794
49,C,Y,-10.625982503477262,-9.22447994327679,47.93712544609178,15.061724666638252,-37.33634137148445,12.741676924974241,40.23189179969274,-8.948817803350137,19.657031239040727,0.6578235331860824,-0.942115422198814,-18.573535234446897,29.130947207685786,-2.0624877252768847,22.249336811998113,3.3061610645495825,1.0694049015053846,13.627039245373298,-11.162450590495148,6.500888975479535,-78.33567769123593,-12.462444333945825,41.924172149427356,-11.850232738660242,1.2303101745700338,-3.781148914241382,0.5578922005353186,-7.542179386282113,2.076772412084594,-1.9716433165553964
50,E,Y,30.52595040174075,33.83704993894814,-23.286368813443147,-4.240190886342672,,11.807998566035623,-12.297760485171672,21.1807570348496,-55.608809853922565,23.494059552708308,3.0040230525079217,22.916377819197532,-35.01730893652241,26.498758180953665,-27.424193978548455,-20.852084646105897,-9.234061727511037,-6.601517864641732,6.87576146851483,0.37679687159525876,22.748643942324918,14.881013948985583,-18.259880335410962,13.782535281541985,-4.968920855232332,-7.077042303172515,0.9206252384514289,-0.3916912579283115,-0.9899392816344992,0.7500561091103071
51,C,Y,-11.423463444446014,-10.49088557286333,52.113054078284726,18.426827312592838,-37.430151419249086,9.63173116282299,39.881824901956506,-7.553929398989279,16.9026451857355,-3.1458468964051054,-1.394275873607505,-21.729790503614396,33.46368735696089,-3.941699998579029,20.30849128478552,-1.3981835321635523,-1.2719314328353608,14.807412830343644,-16.74696217373389,13.933162837434224,-82.31954643459946,-15.622358138111949,43.462343616126134,-9.392952976787518,0.03485326891108925,2.2160885981354976,-0.037165026964068135,-1.422617912874612,-1.3699301120739502,0.6449488372991192
